ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,max_reasonable_age
654,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",22.0,26.0,"Developer, front-end","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis,233000.0,54.0
6542,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,25.0,30.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Government,Germany,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL,Microsoft SQL Server;Oracle,104413.0,54.0
6549,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,6.0,"Developer, back-end",20 to 99 employees,Individual contributor,In-person,Software Development,India,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL,BigQuery;Cloud Firestore;PostgreSQL;Redis;SQLite,9973.0,24.0
6550,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,14.0,21.0,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Germany,C;C++;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;Rust,MariaDB;SQLite,75410.0,44.0
6556,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,34.0,44.0,"Developer, embedded applications or devices","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;MATLAB;Python,None,83046.0,64.0
6558,45-54 years old,Some college/university study without earning a degree,Employed,31.0,42.0,DevOps engineer or professional,500 to 999 employees,Individual contributor,Remote,"Internet, Telecomm or Information Services",United States of America,Assembly;Bash/Shell (all shells);C;C++;Go;Lua;Perl;PHP;Python;Zig,MySQL;PostgreSQL;SQLite,325000.0,54.0
6572,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Architect, software or solutions",20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Brazil,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,BigQuery;Cloud Firestore;DuckDB;PostgreSQL;Redis;SQLite,32767.0,34.0
6587,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,18.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,Canada,C#;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server;PostgreSQL,59096.0,34.0
6589,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,30.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,Remote,Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C++;Go;HTML/CSS;OCaml;Python;Rust;TypeScript;Zig,None,112317.0,44.0
6592,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,9.0,"Developer, QA or test",100 to 499 employees,Individual contributor,In-person,Computer Systems Design and Services,Canada,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,None,65663.0,24.0
6597,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30.0,30.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Fintech,Denmark,Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;Kotlin;PHP;Python;Scala;SQL;TypeScript,Elasticsearch;H2;InfluxDB;MariaDB;Microsoft SQL Server;MySQL;Neo4J;Oracle;PostgreSQL;Redis,217729.0,54.0
6598,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,36.0,42.0,Engineering manager,100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,C#;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;PostgreSQL;Redis,229000.0,64.0
6612,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,20.0,Data scientist,100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cloud Firestore;Amazon Redshift,110214.0,44.0
662,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",12.0,15.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Banking/Financial Services,Belgium,Bash/Shell (all shells);HTML/CSS;Java;Python;TypeScript,MariaDB;PostgreSQL,116015.0,44.0
6644,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,2.0,9.0,Student,20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Python;Rust,None,19028.0,24.0
6651,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,8.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Higher Education,Belgium,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Neo4J;PostgreSQL;SQLite,40605.0,34.0
6658,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,30.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,JavaScript;PHP;SQL,Dynamodb;MySQL;Redis,117082.0,44.0
6660,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,4.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,France,Bash/Shell (all shells);C;HTML/CSS;Java;Kotlin;OCaml,Elasticsearch;PostgreSQL;SQLite,61488.0,34.0
6665,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",15.0,25.0,"Founder, technology or otherwise",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,BigQuery;MariaDB;MySQL;PostgreSQL,20883.0,44.0
6676,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,10.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,Remote,Other:,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,PostgreSQL;Redis;Supabase,135000.0,34.0
6690,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,34.0,6.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Healthcare,United Kingdom of Great Britain and Northern Ireland,Elixir;HTML/CSS;SQL,Microsoft SQL Server;PostgreSQL,68071.0,54.0
6702,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,20.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United States of America,Groovy;Java;JavaScript;Python,PostgreSQL;Redis,150000.0,44.0
6712,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,23.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",Germany,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL,BigQuery;PostgreSQL,98612.0,44.0
6725,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,35.0,45.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,Java;JavaScript;Kotlin;SQL;TypeScript,BigQuery;Databricks SQL;Dynamodb;Elasticsearch;PostgreSQL,162523.0,64.0
673,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",40.0,46.0,DevOps engineer or professional,20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Dynamodb;Microsoft SQL Server;PostgreSQL;SQLite,130000.0,64.0
6730,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",11.0,21.0,"Founder, technology or otherwise","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Netherlands,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Microsoft SQL Server;PostgreSQL;Redis;SQLite,75410.0,44.0
6739,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,12.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,United States of America,Bash/Shell (all shells);C;C++;Python,None,96000.0,24.0
6742,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,11.0,11.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,104000.0,34.0
6751,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,4.0,12.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Chile,Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Zig,Microsoft SQL Server;SQLite,31809.0,34.0
6756,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,5.0,Cloud infrastructure engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,France,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,Dynamodb;PostgreSQL;Redis,48726.0,24.0
676,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",6.0,8.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Software Development,Romania,HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,16542.0,34.0
6761,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,Remote,Healthcare,United States of America,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,Dynamodb;Elasticsearch;Oracle;PostgreSQL;Redis,135000.0,44.0
6772,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,8.0,12.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis;Snowflake;SQLite,153000.0,34.0
6773,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,5.0,5.0,"Architect, software or solutions",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Brazil,Ruby,None,21480.0,34.0
6775,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,18.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis;Snowflake;Amazon Redshift,180000.0,44.0
6778,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19.0,23.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,In-person,Manufacturing,China,C#;C++;Python,None,41786.0,44.0
678,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,14.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Netherlands,Java;Kotlin;SQL,Dynamodb;Elasticsearch,121815.0,34.0
6791,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,10.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript,Cosmos DB;MongoDB,108000.0,34.0
68,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,12.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Sweden,Groovy;Java,Elasticsearch;MariaDB;MongoDB;MySQL;Redis;Supabase,75472.0,34.0
6800,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,13.0,18.0,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,PostgreSQL;Redis;Snowflake;SQLite,300000.0,34.0
6809,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,6.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Malaysia,Java;JavaScript;SQL,MongoDB;MySQL,14420.0,24.0
681,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,28.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,131200.0,44.0
6813,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,18.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);C;C++;Go;Java;JavaScript;Prolog;Python;R;SQL,BigQuery;Redis;SQLite,135000.0,34.0
6817,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26.0,31.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Fintech,United States of America,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,PostgreSQL;Redis,185000.0,54.0
6821,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,11.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,Netherlands,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,MySQL,81210.0,34.0
6824,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,18.0,"Developer, mobile","10,000 or more employees",Individual contributor,In-person,Software Development,Australia,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;Ruby,None,227533.0,34.0
683,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, mobile",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Germany,Dart;HTML/CSS;JavaScript;Kotlin;PHP;Python;Swift;TypeScript,None,41765.0,24.0
6830,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",55.0,56.0,"Architect, software or solutions","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);Perl;Python;SQL,MariaDB;MySQL,120000.0,
6833,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,15.0,Engineering manager,Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Other:,Chile,Bash/Shell (all shells);Python;SQL,PostgreSQL,38171.0,34.0
6839,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,16.0,"Developer, desktop or enterprise applications","10,000 or more employees",People manager,In-person,Software Development,Russian Federation,C;C++,Oracle,77832.0,34.0
6840,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21.0,26.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,In-person,Computer Systems Design and Services,United States of America,Assembly;Bash/Shell (all shells);C;C++;Java;Kotlin;Python;SQL,None,230000.0,44.0
6844,55-64 years old,Some college/university study without earning a degree,Employed,40.0,30.0,System administrator,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,Australia,Delphi;Java;JavaScript;PowerShell;SQL,Microsoft SQL Server;MySQL,91013.0,64.0
